"id","question_es","question_ru_OLD","question_ru_NEW","explanation_ru_OLD","explanation_ru_NEW","whyCorrect_ru_OLD","whyCorrect_ru_NEW","commonMistake_ru_OLD","commonMistake_ru_NEW","keyRule_ru_OLD","keyRule_ru_NEW","memoryHint_ru_OLD","memoryHint_ru_NEW"
"category-b-0286","¿El vehículo de la imagen se encuentra en infracción?","Нарушает ли транспортное средство на изображении?","","Правильный ответ — Ambas respuestas, A y B, son incorrectas., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Оба ответа A и B неверны: это требование закона или обязательного документа для движения в CABA/Argentina. На экзамене такие вопросы проверяют точную норму, а не бытовую привычку.","Правильный ответ — Ambas respuestas, A y B, son incorrectas. (Оба ответа A и B неверны.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант C верен, потому что соответствует формальному требованию: кто обязан, какой документ нужен или где должен находиться обязательный элемент.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Часто отвечают «как обычно делают», а не как требует формулировка закона.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Документы и обязательные элементы проверяются по точной норме.","Сначала безопасность, потом манёвр.","Закон любит точные слова."
"category-b-0287","¿Es correcto estacionar el vehículo de esta manera?","Правильно ли парковать автомобиль таким образом?","","Правильный ответ — No. Está prohibido ya que pone en riesgo a los ciclistas., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Нет. Это запрещено, поскольку подвергает велосипедистов опасности: велосипедисты и пользователи микромобильности имеют свои полосы, знаки и правила, но остаются полноценными участниками движения. Важно различать bicisenda на тротуаре и ciclovía на проезжей части.","Правильный ответ — No. Está prohibido ya que pone en riesgo a los ciclistas. (Нет. Это запрещено, поскольку подвергает велосипедистов опасности.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант C верен, потому что он правильно читает место и назначение велоинфраструктуры. Зелёная разметка, отдельная полоса или знак показывают, где водитель должен ожидать пересечение с велосипедистами.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Часто путают bicisenda и ciclovía или считают, что велосипедистам можно игнорировать общие правила.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Bicisenda — на тротуаре; ciclovía — на проезжей части и выделена для велосипедов.","Сначала безопасность, потом манёвр.","Bici на vereda, ciclo на calzada."
"category-b-0288","El vehículo con la oblea universal de discapacidad que se muestra en esta imagen, ¿se encuentra en infracción?","Является ли транспортное средство с пластиной универсальной инвалидности, показанной на этом изображении, нарушением?","","Правильный ответ — Sí. Todo vehículo tiene prohibido estacionar en este sector ya que pone en riesgo a pasajeros y peatones., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Да, всем транспортным средствам запрещено парковаться в этом секторе, поскольку это подвергает риску пассажиров и пешеходов: пешеходы относятся к самым уязвимым участникам движения, поэтому правила требуют снижать риск рядом с переходами, школами и зонами посадки. Водитель должен заранее заметить человека и уступить там, где это требуется.","Правильный ответ — Sí. Todo vehículo tiene prohibido estacionar en este sector ya que pone en riesgo a pasajeros y peatones. (Да, всем транспортным средствам запрещено парковаться в этом секторе, поскольку это подвергает риску пассажиров и пешеходов.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант B верен, потому что он защищает пешехода и соответствует логике городских правил: машина несёт больший риск, значит водитель обязан действовать осторожнее.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — смотреть только на автомобили и не учитывать пешехода у края перехода или в школьной зоне.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","У пешехода на переходе и в защищённых зонах приоритет безопасности.","Сначала безопасность, потом манёвр.","Видишь переход — ищи человека."
"category-b-0289","Un vehículo con emblema internacional para personas con discapacidad puede ser remitido en algunos casos.","В отдельных случаях может быть отправлено транспортное средство с международной эмблемой для людей с ограниченными возможностями.","","Правильный ответ — Verdadero., потому что он соответствует правилу по теме «category-b».","Даже автомобиль с международным знаком инвалидности могут эвакуировать в некоторых случаях. Знак даёт специальные права, но не разрешает нарушать критические запреты.","Правильный ответ — Verdadero. (Верно.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант A верен: emblema internacional не защищает от remisión, если машина стоит опасно или нарушает условия.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Ошибка — думать, что знак инвалидности всегда полностью освобождает от эвакуации.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Разрешение для инвалидов не отменяет запреты, связанные с безопасностью и проездом.","Сначала безопасность, потом манёвр.","Знак помогает, но не даёт иммунитет."
"category-b-0290","¿Es correcta la detención del vehículo en este sector?","Правильно ли останавливать транспортное средство на этом участке?","","Правильный ответ — No, ya que tanto la detención como el estacionamiento en este sector se encuentra prohibido., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Нет, поскольку и остановка, и парковка в этом секторе запрещены: остановка и парковка разрешены только там и так, где это не мешает видимости, проезду и специальным зонам. Разметка, бордюр и знак могут полностью менять ответ.","Правильный ответ — No, ya que tanto la detención como el estacionamiento en este sector se encuentra prohibido. (Нет, поскольку и остановка, и парковка в этом секторе запрещены.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант C верен, потому что учитывает конкретное ограничение места: знак, цвет бордюра, въезд, остановку транспорта или выделенную зону.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Типичная ошибка — думать, что если место физически свободно, то там можно остановиться или припарковаться.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Парковку определяет знак, разметка и безопасность обзора, а не наличие свободного места.","Сначала безопасность, потом манёвр.","Свободно не значит разрешено."
"category-b-0291","¿Qué línea debe tomarse de referencia cuando se detiene o estaciona en proximidad de una esquina?","Какую линию следует использовать в качестве ориентира при остановке или парковке возле угла?","","Правильный ответ — La línea imaginaria de prolongación de ochava., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Воображаемая линия продолжения очавы: пешеходы относятся к самым уязвимым участникам движения, поэтому правила требуют снижать риск рядом с переходами, школами и зонами посадки. Водитель должен заранее заметить человека и уступить там, где это требуется.","Правильный ответ — La línea imaginaria de prolongación de ochava. (Воображаемая линия продолжения очавы.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант B верен, потому что он защищает пешехода и соответствует логике городских правил: машина несёт больший риск, значит водитель обязан действовать осторожнее.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — смотреть только на автомобили и не учитывать пешехода у края перехода или в школьной зоне.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","У пешехода на переходе и в защищённых зонах приоритет безопасности.","Сначала безопасность, потом манёвр.","Видишь переход — ищи человека."
"category-b-0292","Como norma general, ¿qué distancia debe dejarse libre cuando se va a estacionar frente a este tipo de instituciones?","Как правило, какое расстояние следует оставлять свободным при парковке перед подобным учреждением?","","Правильный ответ — 10 metros de cada lado de la entrada., потому что он соответствует правилу по теме «category-b».","Правильный ответ — 10 метров с каждой стороны входа: остановка и парковка разрешены только там и так, где это не мешает видимости, проезду и специальным зонам. Разметка, бордюр и знак могут полностью менять ответ.","Правильный ответ — 10 metros de cada lado de la entrada. (10 метров с каждой стороны входа.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант B верен, потому что учитывает конкретное ограничение места: знак, цвет бордюра, въезд, остановку транспорта или выделенную зону.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Типичная ошибка — думать, что если место физически свободно, то там можно остановиться или припарковаться.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Парковку определяет знак, разметка и безопасность обзора, а не наличие свободного места.","Сначала безопасность, потом манёвр.","Свободно не значит разрешено."
"category-b-0293","Para poder estacionar en esta zona, se deben dejar libre al menos de 5 metros para cada lado de la entrada.","Чтобы можно было припарковаться на этой территории, необходимо оставить свободным не менее 5 метров с каждой стороны входа.","","Правильный ответ — Falso., потому что он соответствует правилу по теме «category-b».","Правильный ответ — утверждение неверно: остановка и парковка разрешены только там и так, где это не мешает видимости, проезду и специальным зонам. Разметка, бордюр и знак могут полностью менять ответ.","Правильный ответ — Falso. (Неверно.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант B верен, потому что учитывает конкретное ограничение места: знак, цвет бордюра, въезд, остановку транспорта или выделенную зону.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Типичная ошибка — думать, что если место физически свободно, то там можно остановиться или припарковаться.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Парковку определяет знак, разметка и безопасность обзора, а не наличие свободного места.","Сначала безопасность, потом манёвр.","Свободно не значит разрешено."
"category-b-0294","Como norma general, frente a esta señal, ¿está permitido detenerse para el ascenso o descenso de pasajeros?","Как правило, перед этим знаком разрешается останавливаться для посадки или высадки пассажиров?","","Правильный ответ — Sí. Sólo está prohibido estacionar pero no detenerse., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Да, парковка запрещена, но не остановка. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Sí. Sólo está prohibido estacionar pero no detenerse. (Да, парковка запрещена, но не остановка.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Правильный вариант B соответствует значению знака «Sí. Sólo está prohibido estacionar pero no detenerse». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — выбирать по общему впечатлению от цвета или формы, не дочитав конкретный символ на знаке.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Знаки отвечают не «примерно», а по официальному значению: Да, парковка запрещена, но не остановка.","Сначала безопасность, потом манёвр.","STOP/PARE: сначала полная остановка."
"category-b-0295","En estas zonas, está permitido estacionar a partir de los 20 metros para cada lado.","На этих территориях парковка разрешена на расстоянии от 20 метров с каждой стороны.","","Правильный ответ — Falso., потому что он соответствует правилу по теме «category-b».","Правильный ответ — утверждение неверно: остановка и парковка разрешены только там и так, где это не мешает видимости, проезду и специальным зонам. Разметка, бордюр и знак могут полностью менять ответ.","Правильный ответ — Falso. (Неверно.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант B верен, потому что учитывает конкретное ограничение места: знак, цвет бордюра, въезд, остановку транспорта или выделенную зону.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Типичная ошибка — думать, что если место физически свободно, то там можно остановиться или припарковаться.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Парковку определяет знак, разметка и безопасность обзора, а не наличие свободного места.","Сначала безопасность, потом манёвр.","Свободно не значит разрешено."
"category-b-0296","La Ley Nº 2148 establece como norma general que en avenidas de este tipo, está prohibido estacionar vehículos...","Закон № 2148 по общему правилу устанавливает, что на проспектах такого типа запрещается парковка транспортных средств...","","Правильный ответ — Junto a ambas aceras los días hábiles entre las 7 y las 21 horas., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Рядом с обоими тротуарами в будние дни с 7:00 до 21:00: пешеходы относятся к самым уязвимым участникам движения, поэтому правила требуют снижать риск рядом с переходами, школами и зонами посадки. Водитель должен заранее заметить человека и уступить там, где это требуется.","Правильный ответ — Junto a ambas aceras los días hábiles entre las 7 y las 21 horas. (Рядом с обоими тротуарами в будние дни с 7:00 до 21:00.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант A верен, потому что он защищает пешехода и соответствует логике городских правил: машина несёт больший риск, значит водитель обязан действовать осторожнее.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — смотреть только на автомобили и не учитывать пешехода у края перехода или в школьной зоне.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","У пешехода на переходе и в защищённых зонах приоритет безопасности.","Сначала безопасность, потом манёвр.","Видишь переход — ищи человека."
"category-b-0297","La Ley Nº 2148 establece como norma general que en avenidas de este tipo, está prohibido estacionar vehículos…","Закон № 2148 по общему правилу устанавливает, что на проспектах такого типа запрещается парковка транспортных средств...","","Правильный ответ — Junto a la acera izquierda los días hábiles entre las 7 y las 21 horas., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Рядом с левым тротуаром в будние дни с 7:00 до 21:00: пешеходы относятся к самым уязвимым участникам движения, поэтому правила требуют снижать риск рядом с переходами, школами и зонами посадки. Водитель должен заранее заметить человека и уступить там, где это требуется.","Правильный ответ — Junto a la acera izquierda los días hábiles entre las 7 y las 21 horas. (Рядом с левым тротуаром в будние дни с 7:00 до 21:00.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант B верен, потому что он защищает пешехода и соответствует логике городских правил: машина несёт больший риск, значит водитель обязан действовать осторожнее.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — смотреть только на автомобили и не учитывать пешехода у края перехода или в школьной зоне.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","У пешехода на переходе и в защищённых зонах приоритет безопасности.","Сначала безопасность, потом манёвр.","Видишь переход — ищи человека."
"category-b-0298","La Ley Nº 2148 establece como norma general que en este tipo de calles está prohibido estacionar vehículos...","Закон № 2148 устанавливает по общему правилу, что парковка транспортных средств на таких улицах запрещена...","","Правильный ответ — Junto a la acera izquierda todos los días durante las 24 horas., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Рядом с левым тротуаром каждый день в течение 24 часов: пешеходы относятся к самым уязвимым участникам движения, поэтому правила требуют снижать риск рядом с переходами, школами и зонами посадки. Водитель должен заранее заметить человека и уступить там, где это требуется.","Правильный ответ — Junto a la acera izquierda todos los días durante las 24 horas. (Рядом с левым тротуаром каждый день в течение 24 часов.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант C верен, потому что он защищает пешехода и соответствует логике городских правил: машина несёт больший риск, значит водитель обязан действовать осторожнее.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — смотреть только на автомобили и не учитывать пешехода у края перехода или в школьной зоне.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","У пешехода на переходе и в защищённых зонах приоритет безопасности.","Сначала безопасность, потом манёвр.","Видишь переход — ищи человека."
"category-b-0299","En el siguiente espacio, se encuentra permitido detenerse pero no estacionar.","В следующем месте остановка разрешена, но парковка запрещена.","","Правильный ответ — Falso., потому что он соответствует правилу по теме «category-b».","Правильный ответ — утверждение неверно: остановка и парковка разрешены только там и так, где это не мешает видимости, проезду и специальным зонам. Разметка, бордюр и знак могут полностью менять ответ.","Правильный ответ — Falso. (Неверно.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант B верен, потому что учитывает конкретное ограничение места: знак, цвет бордюра, въезд, остановку транспорта или выделенную зону.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Типичная ошибка — думать, что если место физически свободно, то там можно остановиться или припарковаться.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Парковку определяет знак, разметка и безопасность обзора, а не наличие свободного места.","Сначала безопасность, потом манёвр.","Свободно не значит разрешено."
"category-b-0300","En la presente situación, el vehículo señalado no se encuentra en infracción si...","В данной ситуации указанное транспортное средство не является нарушением, если...","","Правильный ответ — Es una detención previa a la maniobra de estacionamiento., потому что он соответствует правилу по теме «category-b».","На изображении нужно распознать официальный знак: правильный ответ — Это остановка перед парковочным маневром. Смысл знака важнее догадки по цвету: он заранее предупреждает, запрещает или указывает обязательное действие.","Правильный ответ — Es una detención previa a la maniobra de estacionamiento. (Это остановка перед парковочным маневром.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Правильный вариант C соответствует значению знака «Es una detención previa a la maniobra de estacionamiento». В таких вопросах правило читается прямо по пиктограмме: форма и символ показывают, чего водитель должен ожидать или что обязан сделать.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — выбирать по общему впечатлению от цвета или формы, не дочитав конкретный символ на знаке.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Знаки отвечают не «примерно», а по официальному значению: Это остановка перед парковочным маневром.","Сначала безопасность, потом манёвр.","Буква E: стоянка, зачёркнута — нельзя."
"category-b-0301","Encender las balizas permite detenerse en doble fila por un lapso de tiempo, entre 2 y 5 minutos.","Включение маяков позволяет вам остановиться двойным гуськом на период времени от 2 до 5 минут.","","Правильный ответ — Falso., потому что он соответствует правилу по теме «category-b».","Аварийка не даёт права остановиться во втором ряду на 2-5 минут. Двойная остановка мешает потоку и создаёт риск, даже если включены balizas.","Правильный ответ — Falso. (Неверно.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант B верен: luces intermitentes предупреждают об опасности, но не легализуют запрещённую остановку.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — включить аварийку и считать, что машина временно «не нарушает».","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Аварийка предупреждает, но не разрешает двойную парковку.","Сначала безопасность, потом манёвр.","Balizas не волшебное разрешение."
"category-b-0302","La Ley N° 2148 establece como norma general la prohibición de detenerse de la siguiente forma, excepto:","Законом № 2148 по общему правилу установлен запрет на остановку в следующих случаях, за исключением:","","Правильный ответ — Que se trate de una detención previa a la maniobra de estacionamiento., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Что это остановка перед парковочным маневром: остановка и парковка разрешены только там и так, где это не мешает видимости, проезду и специальным зонам. Разметка, бордюр и знак могут полностью менять ответ.","Правильный ответ — Que se trate de una detención previa a la maniobra de estacionamiento. (Что это остановка перед парковочным маневром.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант B верен, потому что учитывает конкретное ограничение места: знак, цвет бордюра, въезд, остановку транспорта или выделенную зону.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Типичная ошибка — думать, что если место физически свободно, то там можно остановиться или припарковаться.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Парковку определяет знак, разметка и безопасность обзора, а не наличие свободного места.","Сначала безопасность, потом манёвр.","Свободно не значит разрешено."
