"id","question_es","question_ru_OLD","question_ru_NEW","explanation_ru_OLD","explanation_ru_NEW","whyCorrect_ru_OLD","whyCorrect_ru_NEW","commonMistake_ru_OLD","commonMistake_ru_NEW","keyRule_ru_OLD","keyRule_ru_NEW","memoryHint_ru_OLD","memoryHint_ru_NEW"
"category-b-0263","Al pretender abandonar una autopista o semiautopista, ¿cuándo se debe reducir la velocidad?","Когда вы пытаетесь съехать с шоссе или полумагистрали, следует снизить скорость?","","Правильный ответ — Cuando se haya entrado en el carril de desaceleración., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Когда вы выехали на полосу замедления. Здесь важно не просто число, а связь скорости с контролем, дистанцией, обзором и тяжестью последствий.","Правильный ответ — Cuando se haya entrado en el carril de desaceleración. (Когда вы выехали на полосу замедления.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант B верен, потому что он оставляет водителю время заметить риск и безопасно отреагировать.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Ошибка — помнить только максимальный лимит и забывать про условия дороги, видимость и дистанцию.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Скорость выбирают по лимиту и условиям, сохраняя полный контроль автомобиля.","Сначала безопасность, потом манёвр.","Лимит — потолок, не цель."
"category-b-0264","Según Ley N° 2148, ¿cuál es la velocidad máxima permitida para automóviles particulares en los carriles centrales de la Av. Gral. Paz, en el tramo entre Autopista Ingeniero Pascual Palazzo y Av. 27 de Febrero?","Согласно Закону № 2148, какая максимальная скорость разрешена для частных автомобилей на центральных полосах улицы Авеню Граль Пас, на участке между Autopista Ingeniero Pascual Palazzo и авеню 27 де Фебреро?","","Правильный ответ — 80 km/h., потому что он соответствует правилу по теме «category-b».","Правильный ответ — 80 км/ч. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Правильный ответ — 80 km/h. (80 км/ч.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант B верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Документы и обязательные элементы проверяются по точной норме, без бытовых исключений.","Сначала безопасность, потом манёвр.","Юридический вопрос — ищи точное условие."
"category-b-0265","¿Cuál es la velocidad máxima permitida para un automóvil particular en Av. Intendente Cantilo, salvo señalización que indique otra velocidad?","Какова максимальная скорость, разрешенная для частного автомобиля на проспекте Интенденте Кантило, если знаки не указывают другую скорость?","","Правильный ответ — 100 km/h., потому что он соответствует правилу по теме «category-b».","Правильный ответ — 100 км/ч. Здесь важно не просто число, а связь скорости с контролем, дистанцией, обзором и тяжестью последствий.","Правильный ответ — 100 km/h. (100 км/ч.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант C верен, потому что он оставляет водителю время заметить риск и безопасно отреагировать.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Ошибка — помнить только максимальный лимит и забывать про условия дороги, видимость и дистанцию.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Скорость выбирают по лимиту и условиям, сохраняя полный контроль автомобиля.","Сначала безопасность, потом манёвр.","Лимит — потолок, не цель."
"category-b-0266","Según la Ley Nacional N° 24.449, ¿cuál es la velocidad máxima permitida para automóviles particulares en semiautopistas?","Согласно Национальному закону № 24449, какая максимальная скорость разрешена для частных автомобилей на полуавтомагистралях?","","Правильный ответ — 120 km/h., потому что он соответствует правилу по теме «category-b».","Правильный ответ — 120 км/ч. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Правильный ответ — 120 km/h. (120 км/ч.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант B верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Документы и обязательные элементы проверяются по точной норме, без бытовых исключений.","Сначала безопасность, потом манёвр.","Юридический вопрос — ищи точное условие."
"category-b-0267","Según la Ley Nacional N º 24.449, en carácter general, ¿cuál es la velocidad mínima permitida en las semiautopistas?","Какова в целом минимальная скорость, разрешенная на полуавтомагистралях, согласно Национальному закону № 24449?","","Правильный ответ — 40 km/h., потому что он соответствует правилу по теме «category-b».","Правильный ответ — 40 км/ч. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Правильный ответ — 40 km/h. (40 км/ч.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант A верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Документы и обязательные элементы проверяются по точной норме, без бытовых исключений.","Сначала безопасность, потом манёвр.","Юридический вопрос — ищи точное условие."
"category-b-0268","¿Qué se conoce como velocidad precautoria?","Что называется предохранительной скоростью?","","Правильный ответ — A la velocidad adecuada a las circunstancias (dentro de los límites establecidos) que permite mantener el total dominio del vehículo sin generar riesgo., потому что он соответствует правилу по теме «category-b».","Правильный ответ — На скорости, соответствующей обстоятельствам (в установленных пределах), позволяющей сохранять полный контроль над транспортным средством, не создавая риска. Здесь важно не просто число, а связь скорости с контролем, дистанцией, обзором и тяжестью последствий.","Правильный ответ — A la velocidad adecuada a las circunstancias (dentro de los límites establecidos) que permite mantener el total dominio del vehículo sin generar riesgo. (На скорости, соответствующей обстоятельствам (в установленных пределах), позволяющей сохранять полный контроль над транспортным средством, не создавая риска.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант A верен, потому что он оставляет водителю время заметить риск и безопасно отреагировать.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Ошибка — помнить только максимальный лимит и забывать про условия дороги, видимость и дистанцию.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Скорость выбирают по лимиту и условиям, сохраняя полный контроль автомобиля.","Сначала безопасность, потом манёвр.","Лимит — потолок, не цель."
"category-b-0269","En este cruce de dos calles sin semáforos, ¿cuál es el límite superior de la velocidad precautoria establecida por ley?","Какова максимальная разрешенная законом скорость на этом перекрёстке двух улиц без светофора?","","Правильный ответ — 30 kilómetros por hora., потому что он соответствует правилу по теме «category-b».","На фото перекрёсток двух улиц без светофора. В таком месте верхний предел предупредительной скорости — 30 км/ч.","Правильный ответ — 30 kilómetros por hora. (30 километров в час.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант C верен: на нерегулируемом пересечении calle нужно заранее снижать скорость до безопасного лимита.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Ошибка — считать, что если светофора нет, можно ехать по обычному лимиту улицы.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Перекрёсток calle без светофора: предупредительная скорость до 30 км/ч.","Сначала безопасность, потом манёвр.","Без светофора на calle — 30."
"category-b-0270","Según la Ley N° 2148, ¿cuál es la velocidad precautoria frente a establecimientos escolares durante los horarios de ingreso y egreso?","Согласно Закону № 2148, какова предохранительная скорость перед школьными учреждениями во время входа и выхода?","","Правильный ответ — Es igual a la mínima establecida para el tipo de arteria correspondiente., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Он равен минимуму, установленному для соответствующего типа артерий. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Правильный ответ — Es igual a la mínima establecida para el tipo de arteria correspondiente. (Он равен минимуму, установленному для соответствующего типа артерий.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант C верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Документы и обязательные элементы проверяются по точной норме, без бытовых исключений.","Сначала безопасность, потом манёвр.","Юридический вопрос — ищи точное условие."
"category-b-0271","Según la Ley N° 2148, ¿cuál es el límite superior de la velocidad precautoria en un paso nivel?","Каков согласно Закону № 2148 верхний предел предохранительной скорости на железнодорожном переезде?","","Правильный ответ — 20 kilómetros por hora., потому что он соответствует правилу по теме «category-b».","Правильный ответ — 20 километров в час. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Правильный ответ — 20 kilómetros por hora. (20 километров в час.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант A верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Документы и обязательные элементы проверяются по точной норме, без бытовых исключений.","Сначала безопасность, потом манёвр.","Юридический вопрос — ищи точное условие."
"category-b-0272","Los vehículos que circulan por la siguiente avenida, al llegar a esta bocacalle sin semáforos, ¿cuál es el límite superior de velocidad precautoria que deben respetar?","Транспортные средства, движущиеся по следующему проспекту, достигнув этого переулка без светофора, каков верхний предел осторожной скорости, которую они должны соблюдать?","","Правильный ответ — 40 kilómetros por hora., потому что он соответствует правилу по теме «category-b».","На фото bocacalle на avenida без светофора. Для авениды верхний предел предупредительной скорости на таком пересечении — 40 км/ч.","Правильный ответ — 40 kilómetros por hora. (40 километров в час.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант B верен: для avenida закон допускает больший предупредительный лимит, чем для обычной calle.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — выбрать 30 км/ч, путая avenida с calle.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Bocacalle sin semaforo на avenida: до 40 км/ч.","Сначала безопасность, потом манёвр.","Avenida на пересечении — 40."
"category-b-0273","¿A qué se denomina “distancia de seguridad”?","Что называется «безопасным расстоянием»?","","Правильный ответ — A la distancia mínima que se debe mantener con el vehículo que circula adelante para tener un mayor margen de reacción y en caso de frenada repentina no se colisione con él., потому что он соответствует правилу по теме «category-b».","Правильный ответ — На минимальной дистанции, которую необходимо соблюдать до впереди идущего автомобиля, чтобы иметь больший запас реакции и в случае резкого торможения не столкнуться с ним. Обгон и перестроение разрешены только если манёвр законен, виден до конца и не мешает другим.","Правильный ответ — A la distancia mínima que se debe mantener con el vehículo que circula adelante para tener un mayor margen de reacción y en caso de frenada repentina no se colisione con él. (На минимальной дистанции, которую необходимо соблюдать до впереди идущего автомобиля, чтобы иметь больший запас реакции и в случае резкого торможения не столкнуться с ним.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант A верен, потому что учитывает безопасность всего манёвра, а не только желание ехать быстрее.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — начинать обгон по свободному кусочку дороги, не проверив запрет, зеркала и завершение манёвра.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Обгон допустим только при видимости, свободном месте и отсутствии запрета.","Сначала безопасность, потом манёвр.","Не уверен до конца — не обгоняй."
"category-b-0274","¿Cuál es la “distancia mínima de seguridad” a la que debe circular el vehículo A con respecto al B?","Каково «минимальное безопасное расстояние», на котором транспортное средство A должно двигаться относительно транспортного средства B?","","Правильный ответ — A una diferencia de dos segundos., потому что он соответствует правилу по теме «category-b».","На фото автомобиль A едет за B. Минимальная безопасная дистанция считается не в метрах, а во времени: нужно держать разницу не меньше двух секунд.","Правильный ответ — A una diferencia de dos segundos. (С разницей в две секунды.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант A верен: две секунды дают запас на реакцию и торможение при обычных условиях.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Ошибка — выбирать фиксированное расстояние в метрах, хотя на разной скорости оно должно быть разным.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Безопасная дистанция за машиной впереди — минимум 2 секунды.","Сначала безопасность, потом манёвр.","Считай: раз-два."
"category-b-0275","¿A qué se denomina “tiempo de reacción”?","Что называется «временем реакции»?","","Правильный ответ — Al tiempo que pasa desde que se advierte una situación de riesgo hasta que se toma una decisión., потому что он соответствует правилу по теме «category-b».","Время реакции — это промежуток от момента, когда водитель заметил опасность, до принятия решения. Пока водитель думает, автомобиль всё ещё движется.","Правильный ответ — Al tiempo que pasa desde que se advierte una situación de riesgo hasta que se toma una decisión. (Время, которое проходит с момента обнаружения рисковой ситуации до принятия решения.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант C верен, потому что описывает именно задержку реакции до действия, а не тормозной путь и не полную остановку.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — путать время реакции с дистанцией торможения.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Время реакции — от обнаружения риска до решения.","Сначала безопасность, потом манёвр.","Увидел опасность — ещё не затормозил."
"category-b-0276","¿A qué se denomina 'distancia de reacción'?","Что называется «дистанцией реакции»?","","Правильный ответ — A la distancia que recorre un vehículo desde que el conductor percibe un peligro hasta que toma una decisión., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Расстояние, которое проходит транспортное средство с момента, когда водитель ощущает опасность, до принятия им решения. Здесь важно не просто число, а связь скорости с контролем, дистанцией, обзором и тяжестью последствий.","Правильный ответ — A la distancia que recorre un vehículo desde que el conductor percibe un peligro hasta que toma una decisión. (Расстояние, которое проходит транспортное средство с момента, когда водитель ощущает опасность, до принятия им решения.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант C верен, потому что он оставляет водителю время заметить риск и безопасно отреагировать.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Ошибка — помнить только максимальный лимит и забывать про условия дороги, видимость и дистанцию.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Дистанция реакции — путь до начала действия.","Сначала безопасность, потом манёвр.","Пока думаешь, машина едет."
"category-b-0277","Circular por debajo del límite mínimo de velocidad puede causar incidentes.","Вождение со скоростью ниже минимального ограничения может стать причиной дорожно-транспортных происшествий.","","Правильный ответ — Verdadero., потому что он соответствует правилу по теме «category-b».","Правильный ответ — утверждение верно. Здесь важно не просто число, а связь скорости с контролем, дистанцией, обзором и тяжестью последствий.","Правильный ответ — Verdadero. (Верно.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант A верен, потому что он оставляет водителю время заметить риск и безопасно отреагировать.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Ошибка — помнить только максимальный лимит и забывать про условия дороги, видимость и дистанцию.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Скорость выбирают по лимиту и условиям, сохраняя полный контроль автомобиля.","Сначала безопасность, потом манёвр.","Лимит — потолок, не цель."
"category-b-0278","¿Qué relación existe entre la velocidad y el campo visual del conductor?","Какая связь существует между скоростью и полем зрения водителя?","","Правильный ответ — A mayor velocidad, menor campo visual., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Чем выше скорость, тем меньше поле зрения. Здесь важно не просто число, а связь скорости с контролем, дистанцией, обзором и тяжестью последствий.","Правильный ответ — A mayor velocidad, menor campo visual. (Чем выше скорость, тем меньше поле зрения.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант A верен, потому что он оставляет водителю время заметить риск и безопасно отреагировать.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Ошибка — помнить только максимальный лимит и забывать про условия дороги, видимость и дистанцию.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Чем выше скорость, тем уже поле зрения.","Сначала безопасность, потом манёвр.","Быстрее едешь — меньше видишь."
"category-b-0279","Los excesos de velocidad...","Превышение скорости...","","Правильный ответ — Son responsables de la mayoría de los incidentes fatales cualquiera sea la vía de circulación., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Они несут ответственность за большинство происшествий со смертельным исходом независимо от маршрута поездки. Здесь важно не просто число, а связь скорости с контролем, дистанцией, обзором и тяжестью последствий.","Правильный ответ — Son responsables de la mayoría de los incidentes fatales cualquiera sea la vía de circulación. (Они несут ответственность за большинство происшествий со смертельным исходом независимо от маршрута поездки.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант C верен, потому что он оставляет водителю время заметить риск и безопасно отреагировать.","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Ошибка — помнить только максимальный лимит и забывать про условия дороги, видимость и дистанцию.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Скорость выбирают по лимиту и условиям, сохраняя полный контроль автомобиля.","Сначала безопасность, потом манёвр.","Лимит — потолок, не цель."
"category-b-0280","Circular a velocidad constante y dentro de los límites establecidos por la Ley, además de minimizar las posibilidades de provocar un siniestro vial, puede optimizar el consumo de combustible en un vehículo.","Движение с постоянной скоростью и в пределах, установленных Законом, помимо минимизации возможности возникновения дорожно-транспортного происшествия позволяет оптимизировать расход топлива в транспортном средстве.","","Правильный ответ — Verdadero., потому что он соответствует правилу по теме «category-b».","Правильный ответ — утверждение верно. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Правильный ответ — Verdadero. (Верно.), потому что по смыслу вопроса проверяется применение нормы по теме «правила категории B». В этой ситуации важно ориентироваться на приоритет безопасности, видимость и соблюдение установленного режима движения.","Вариант A верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Типичная ошибка новичка — выбирать ответ по интуиции и спешке, не проверяя ключевые признаки ситуации и формулировку правила.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","Базовое правило: действуйте по установленной норме участка и выбирайте самый безопасный вариант для всех участников движения.","Документы и обязательные элементы проверяются по точной норме, без бытовых исключений.","Сначала безопасность, потом манёвр.","Юридический вопрос — ищи точное условие."
